Name / Parking site 6,User Group,Entry / Start,Exit / Stop,Duration,Gross (amount paid),Fees,Net,Rate,Number Plate,Receipt,Reference,,,,,
6,Standard,30/12/23 14:20,01/01/24 10:22,1.20.01,$21.60,$0.75,$20.85,Weekend: Flat rate + Weekend: Flat rate + Weekend: Flat rate,,3268527,,,,,,
6,Standard,30/12/23 14:49,01/01/24 9:08,1.18.18,$21.60,$0.75,$20.85,Weekend: Flat rate + Weekend: Flat rate + Weekend: Flat rate,,3268496,,,,,,
6,Standard,30/12/23 16:00,01/01/24 10:07,1.18.06,$21.60,$0.75,$20.85,Weekend: Flat rate + Weekend: Flat rate + Weekend: Flat rate,,3268518,,,,,,
6,Standard,30/12/23 16:22,01/01/24 9:44,1.17.21,$21.60,$0.75,$20.85,Weekend: Flat rate + Weekend: Flat rate + Weekend: Flat rate,,3268506,,,,,,
6,Standard,31/12/23 12:07,01/01/24 11:44,00.23.36,$14.40,$0.50,$13.90,Weekend: Flat rate + Weekend: Flat rate,,3268591,,,,,,
5,Standard,28/12/23 15:48,01/01/24 12:29,3.20.40,$128.00,$5.76,$122.24,Daily: Flat Rate + Daily: Flat Rate + Daily: Flat Rate + Daily: Flat Rate + Daily: Flat Rate,,3268632,,,,,,
5,Standard,31/12/23 09:51,01/01/24 07:12,0.21.20,$51.20,$1.79,$49.41,Daily: Flat Rate + Daily: Flat Rate,,3268441,,,,,,
5,Standard,31/12/23 13:11,01/01/24 10:16,0.21.4,$51.20,$1.79,$49.41,Daily: Flat Rate + Daily: Flat Rate,,3268524,,,,,,
5,Standard,31/12/23 13:35,01/01/24 13:47,1.0.12,$51.20,$1.79,$49.41,Daily: Flat Rate + Daily: Flat Rate,,3268705,100014537974570,,,,,
3,Standard,31/12/23 07:58,01/01/24 01:20,0.17.21,$24.00,$0.84,$23.16,Weekend: Flat Rate,,3268119,,,,,,
3,Standard,31/12/23 16:12,01/01/24 22:23,1.6.11,$48.00,$1.68,$46.32,Weekend: Flat Rate + Weekend: Flat Rate,,3269326,100014538016193,,,,,
3,Standard,01/01/24 13:02,01/01/24 16:12,0.3.9,$21.00,$0.73,$20.27,Weekend: Flat Rate,,3268892,,,,,,
3,Standard,01/01/24 15:12,01/01/24 18:39,0.3.26,$24.00,$0.84,$23.16,Weekend: Flat Rate,,3269119,,,,,,
3,Standard,01/01/24 16:30,01/01/24 22:41,0.6.11,$24.00,$0.84,$23.16,Weekend: Flat Rate,,3272254,,,,,,
3,Standard,01/01/24 18:55,01/01/24 22:15,0.3.20,$24.00,$0.84,$23.16,Weekend: Flat Rate,,3269319,,,,,,
3,Standard,01/01/24 20:55,01/01/24 22:56,0.2.0,$24.00,$0.84,$23.16,Weekend: Flat Rate,,3269390,,,,,,
2,Standard,30/12/23 14:27,01/01/24 11:00,1.20.33,$52.80,$1.84,$50.96,Weekend: Flat Rate + Weekend: Flat Rate + Weekend: Flat Rate,,3268558,,,,,,
2,Standard,31/12/23 09:51,01/01/24 00:40,0.14.48,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268031,,,,,,
2,Standard,31/12/23 11:52,01/01/24 01:27,0.13.34,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268128,,,,,,
2,Standard,31/12/23 12:59,01/01/24 01:08,0.12.8,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3268080,,,,,,
2,Standard,31/12/23 13:26,01/01/24 01:39,0.12.12,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268151,,,,,,
2,Standard,31/12/23 13:29,01/01/24 01:17,0.11.47,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268104,,,,,,
2,Standard,31/12/23 13:43,01/01/24 02:43,0.13.0,$12.80,$0.57,$12.23,Police Weekend: Flat Rate,,3268222,,,,,,
2,Standard,31/12/23 13:50,01/01/24 12:14,0.22.23,$35.20,$1.23,$33.97,Weekend: Flat Rate + Weekend: Flat Rate,,3268624,,,,,,
2,Standard,31/12/23 13:51,01/01/24 11:48,0.21.57,$35.20,$1.23,$33.97,Weekend: Flat Rate + Weekend: Flat Rate,,3268596,,,,,,
2,Standard,31/12/23 14:01,01/01/24 04:35,0.14.33,$35.20,$1.23,$33.97,Weekend: Flat Rate + Weekend: Flat Rate,,3268298,,,,,,
2,Standard,31/12/23 14:04,01/01/24 02:19,0.12.15,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268196,,,,,,
2,Standard,31/12/23 14:25,01/01/24 16:01,1.1.36,$24.00,$0.84,$23.16,Darlings Weekend: Flat Rate + Darlings Weekend: Flat Rate,,3268869,,,,,,
2,Standard,31/12/23 14:41,01/01/24 03:08,0.12.26,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268244,,,,,,
2,Standard,31/12/23 15:03,01/01/24 03:22,0.12.18,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268259,,,,,,
2,Standard,31/12/23 15:10,01/01/24 05:19,0.14.9,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268310,,,,,,
2,Standard,31/12/23 15:13,01/01/24 04:35,0.13.22,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268299,,,,,,
2,Standard,31/12/23 15:17,01/01/24 02:26,0.11.8,$12.80,$0.57,$12.23,Police Weekend: Flat Rate,,3268203,100014537887214,,,,,
2,Standard,31/12/23 15:20,01/01/24 01:25,0.10.5,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268133,,,,,,
2,Standard,31/12/23 15:30,01/01/24 03:08,0.11.37,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268243,100014537890748,,,,,
2,Standard,31/12/23 15:49,01/01/24 03:23,0.11.33,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268258,100014537893922,,,,,
2,Standard,31/12/23 15:49,01/01/24 03:36,0.11.46,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268277,100014537893954,,,,,
2,Standard,31/12/23 15:52,01/01/24 05:20,0.13.28,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268311,,,,,,
2,Standard,31/12/23 15:58,01/01/24 01:35,0.9.36,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268145,100014537878952,,,,,
2,Standard,31/12/23 16:01,01/01/24 00:48,0.8.46,$12.00,$0.42,$11.58,Darlings Weekend: Flat Rate,,3268042,100014537874865,,,,,
2,Standard,31/12/23 16:10,01/01/24 04:35,0.12.24,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268296,100014537896085,,,,,
2,Standard,31/12/23 16:11,01/01/24 00:41,0.8.30,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268032,,,,,,
2,Standard,31/12/23 16:19,01/01/24 06:33,0.14.14,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268437,100014537919980,,,,,
2,Standard,31/12/23 16:24,01/01/24 03:11,0.10.47,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268252,100014537890752,,,,,
2,Standard,31/12/23 16:34,01/01/24 04:53,0.12.19,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268305,100014537897019,,,,,
2,Standard,31/12/23 16:40,01/01/24 02:40,0.10.0,$12.00,$0.42,$11.58,Darlings Weekend: Flat Rate,,3268226,,,,,,
2,Standard,31/12/23 17:00,01/01/24 12:04,0.19.3,$24.00,$0.84,$23.16,Darlings Weekend: Flat Rate + Darlings Weekend: Flat Rate,,3268605,,,,,,
2,Standard,31/12/23 17:03,01/01/24 00:53,0.7.50,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268057,,,,,,
2,Standard,31/12/23 17:19,01/01/24 01:06,0.7.46,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268082,,,,,,
2,Standard,31/12/23 17:31,01/01/24 01:42,0.8.10,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268162,,,,,,
2,Standard,31/12/23 17:39,01/01/24 01:06,0.7.27,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268084,,,,,,
2,Standard,31/12/23 17:50,01/01/24 02:26,0.8.35,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268208,,,,,,
2,Standard,31/12/23 17:52,01/01/24 01:20,0.7.27,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268101,,,,,,
2,Standard,31/12/23 17:58,01/01/24 04:57,0.10.59,$4.00,$0.20,$3.80,Police Overnight: Flat Rate,,3268307,100014537897005,,,,,
2,Standard,31/12/23 17:58,01/01/24 08:25,0.14.26,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3268466,100014537935500,,,,,
2,Standard,31/12/23 18:46,01/01/24 01:05,0.6.19,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268073,,,,,,
2,Standard,31/12/23 18:50,01/01/24 01:19,0.6.29,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268098,100014537876186,,,,,
2,Standard,31/12/23 19:03,01/01/24 12:00,0.16.56,$35.20,$1.58,$33.62,Weekend: Flat Rate + Weekend: Flat Rate,,3268602,,,,,,
2,Standard,01/01/24 05:51,01/01/24 17:53,0.12.1,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269068,,,,,,
2,Standard,01/01/24 05:59,01/01/24 19:02,0.13.3,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3269133,100014538001978,,,,,
2,Standard,01/01/24 06:11,01/01/24 19:09,0.12.57,$12.80,$0.57,$12.23,Police Weekend: Flat Rate,,3269140,100014538002055,,,,,
2,Standard,01/01/24 06:32,01/01/24 16:35,0.10.3,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268955,,,,,,
2,Standard,01/01/24 08:31,01/01/24 12:21,0.3.50,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268630,100014537968353,,,,,
2,Standard,01/01/24 09:11,01/01/24 23:14,0.14.3,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269398,,,,,,
2,Standard,01/01/24 09:21,01/01/24 13:33,0.4.12,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268688,,,,,,
2,Standard,01/01/24 09:27,01/01/24 12:10,0.2.43,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268616,,,,,,
2,Standard,01/01/24 09:34,01/01/24 11:44,0.2.10,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268590,100014537951956,,,,,
2,Standard,01/01/24 09:34,01/01/24 21:20,0.11.45,$12.80,$0.44,$12.36,Police Weekend: Flat Rate,,3269288,100014538012743,,,,,
2,Standard,01/01/24 09:45,01/01/24 11:32,0.1.47,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268585,,,,,,
2,Standard,01/01/24 10:19,01/01/24 13:02,0.2.43,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3268663,,,,,,
2,Standard,01/01/24 10:22,01/01/24 20:03,0.9.41,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269189,100014538007443,,,,,
2,Standard,01/01/24 10:24,01/01/24 18:51,0.8.27,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269124,,,,,,
2,Standard,01/01/24 10:44,01/01/24 13:46,0.3.2,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268706,,,,,,
2,Standard,01/01/24 10:45,01/01/24 16:08,0.5.22,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268886,,,,,,
2,Standard,01/01/24 10:53,01/01/24 16:45,0.5.51,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268981,,,,,,
2,Standard,01/01/24 10:58,01/01/24 16:33,0.5.34,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268940,,,,,,
2,Standard,01/01/24 10:58,01/01/24 12:52,0.1.54,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268655,,,,,,
2,Standard,01/01/24 11:04,01/01/24 14:35,0.3.31,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268754,,,,,,
2,Standard,01/01/24 11:11,01/01/24 14:25,0.3.13,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3268744,,,,,,
2,Standard,01/01/24 11:25,01/01/24 16:48,0.5.23,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268976,100014537989101,,,,,
2,Standard,01/01/24 11:31,01/01/24 15:55,0.4.23,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268859,100014537986721,,,,,
2,Standard,01/01/24 11:32,01/01/24 18:20,0.6.48,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269093,,,,,,
2,Standard,01/01/24 11:39,01/01/24 14:44,0.3.4,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3268755,,,,,,
2,Standard,01/01/24 11:42,01/01/24 14:13,0.2.30,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268729,,,,,,
2,Standard,01/01/24 11:42,01/01/24 16:17,0.4.34,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268904,100014537986785,,,,,
2,Standard,01/01/24 11:45,01/01/24 15:07,0.3.22,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268781,,,,,,
2,Standard,01/01/24 11:48,01/01/24 16:10,0.4.21,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268881,,,,,,
2,Standard,01/01/24 11:49,01/01/24 18:30,0.6.40,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269107,,,,,,
2,Standard,01/01/24 11:51,01/01/24 17:08,0.5.17,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269010,,,,,,
2,Standard,01/01/24 12:00,01/01/24 15:35,0.3.35,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3272236,,,,,,
2,Standard,01/01/24 12:00,01/01/24 16:39,0.4.38,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268962,,,,,,
2,Standard,01/01/24 12:05,01/01/24 12:17,0.0.12,$0.00,$0.00,$0.00,Grace Period: No Charge,,3268627,n/a,,,,,
2,Standard,01/01/24 12:10,01/01/24 15:12,0.3.1,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268785,,,,,,
2,Standard,01/01/24 12:34,01/01/24 17:06,0.4.32,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269009,100014537991946,,,,,
2,Standard,01/01/24 12:45,01/01/24 15:28,0.2.43,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268806,,,,,,
2,Standard,01/01/24 12:49,01/01/24 20:13,0.7.24,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269204,,,,,,
2,Standard,01/01/24 12:50,01/01/24 20:12,0.7.21,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269203,,,,,,
2,Standard,01/01/24 12:52,01/01/24 20:12,0.7.20,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269202,,,,,,
2,Standard,01/01/24 12:52,01/01/24 16:03,0.3.10,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268870,,,,,,
2,Standard,01/01/24 13:05,01/01/24 15:51,0.2.46,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268853,,,,,,
2,Standard,01/01/24 13:05,01/01/24 16:18,0.3.12,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268901,100014537986771,,,,,
2,Standard,01/01/24 13:06,01/01/24 20:51,0.7.44,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269254,,,,,,
2,Standard,01/01/24 13:34,01/01/24 17:53,0.4.18,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269071,,,,,,
2,Standard,01/01/24 13:43,01/01/24 17:29,0.3.46,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269039,,,,,,
2,Standard,01/01/24 13:45,01/01/24 15:22,0.1.36,$12.00,$0.54,$11.46,Darlings Weekend: Flat Rate,,3268797,,,,,,
2,Standard,01/01/24 13:46,01/01/24 15:55,0.2.9,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268858,100014537986717,,,,,
2,Standard,01/01/24 13:47,01/01/24 18:18,0.4.31,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269094,,,,,,
2,Standard,01/01/24 13:48,01/01/24 18:25,0.4.37,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269108,,,,,,
2,Standard,01/01/24 14:09,01/01/24 16:28,0.2.19,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268932,100014537989129,,,,,
2,Standard,01/01/24 14:13,01/01/24 15:35,0.1.22,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3268813,100014537984606,,,,,
2,Standard,01/01/24 14:14,01/01/24 20:52,0.6.38,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269255,100014538010977,,,,,
2,Standard,01/01/24 14:14,01/01/24 20:26,0.6.11,$12.00,$0.54,$11.46,Darlings Weekend: Flat Rate,,3269220,100014538009429,,,,,
2,Standard,01/01/24 14:18,01/01/24 19:14,0.4.56,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269148,,,,,,
2,Standard,01/01/24 14:20,01/01/24 20:16,0.5.56,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269210,,,,,,
2,Standard,01/01/24 14:23,01/01/24 20:17,0.5.54,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269209,,,,,,
2,Standard,01/01/24 14:24,01/01/24 18:01,0.3.36,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269080,,,,,,
2,Standard,01/01/24 14:31,01/01/24 23:12,0.8.40,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269401,,,,,,
2,Standard,01/01/24 14:37,01/01/24 20:13,0.5.35,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269206,,,,,,
2,Standard,01/01/24 14:41,01/01/24 20:37,0.5.55,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269234,,,,,,
2,Standard,01/01/24 15:01,01/01/24 20:08,0.5.6,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269194,100014538007407,,,,,
2,Standard,01/01/24 15:06,01/01/24 19:17,0.4.10,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269156,,,,,,
2,Standard,01/01/24 15:07,01/01/24 21:19,0.6.12,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269283,,,,,,
2,Standard,01/01/24 15:20,01/01/24 19:15,0.3.55,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269152,,,,,,
2,Standard,01/01/24 15:22,01/01/24 19:30,0.4.8,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269168,,,,,,
2,Standard,01/01/24 15:27,01/01/24 19:34,0.4.6,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3269169,,,,,,
2,Standard,01/01/24 15:30,01/01/24 18:32,0.3.1,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269110,,,,,,
2,Standard,01/01/24 15:37,01/01/24 21:19,0.5.42,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269282,,,,,,
2,Standard,01/01/24 15:41,01/01/24 18:21,0.2.40,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269096,100014537999938,,,,,
2,Standard,01/01/24 15:49,01/01/24 20:01,0.4.12,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269191,,,,,,
2,Standard,01/01/24 15:59,01/01/24 19:03,0.3.4,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269134,100014538001996,,,,,
2,Standard,01/01/24 16:00,01/01/24 21:22,0.5.22,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3272252,,,,,,
2,Standard,01/01/24 16:01,01/01/24 23:37,0.7.36,$12.00,$0.42,$11.58,Darlings Weekend: Flat Rate,,3269422,,,,,,
2,Standard,01/01/24 16:11,01/01/24 21:16,0.5.5,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3269284,,,,,,
2,Standard,01/01/24 16:40,01/01/24 21:58,0.5.18,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269307,100014538014448,,,,,
2,Standard,01/01/24 17:19,01/01/24 21:59,0.4.40,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269310,,,,,,
2,Standard,01/01/24 17:25,01/01/24 22:08,0.4.42,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269318,,,,,,
2,Standard,01/01/24 17:32,01/01/24 21:40,0.4.7,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269299,100014538012761,,,,,
2,Standard,01/01/24 17:36,01/01/24 20:30,0.2.54,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269229,,,,,,
2,Standard,01/01/24 17:45,01/01/24 21:37,0.3.51,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269300,,,,,,
2,Standard,01/01/24 17:50,01/01/24 21:12,0.3.22,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269276,,,,,,
2,Standard,01/01/24 17:53,01/01/24 20:26,0.2.32,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269223,,,,,,
2,Standard,01/01/24 18:08,01/01/24 19:51,0.1.43,$12.00,$0.42,$11.58,Darlings Weekend: Flat Rate,,3269182,100014538007461,,,,,
2,Standard,01/01/24 18:15,01/01/24 21:14,0.2.58,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3269274,,,,,,
2,Standard,01/01/24 18:16,01/01/24 20:10,0.1.54,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269196,100014538007439,,,,,
2,Standard,01/01/24 18:16,01/01/24 20:10,0.1.54,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269198,,,,,,
2,Standard,01/01/24 18:23,01/01/24 20:38,0.2.14,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269238,,,,,,
2,Standard,01/01/24 18:35,01/01/24 19:55,0.1.19,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269184,,,,,,
2,Standard,01/01/24 18:46,01/01/24 21:12,0.2.25,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269277,,,,,,
2,Standard,01/01/24 18:50,01/01/24 19:04,0.0.13,$0.00,$0.00,$0.00,Grace Period: No Charge,,3269132,n/a,,,,,
2,Standard,01/01/24 19:26,01/01/24 21:16,0.1.50,$17.60,$0.79,$16.81,Weekend: Flat Rate,,3269285,,,,,,
2,Standard,01/01/24 19:28,01/01/24 22:22,0.2.53,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269328,,,,,,
2,Standard,01/01/24 20:15,01/01/24 21:26,0.1.11,$12.00,$0.42,$11.58,Darlings Weekend: Flat Rate,,3269292,,,,,,
2,Standard,01/01/24 21:04,01/01/24 23:45,0.2.41,$17.60,$0.61,$16.99,Weekend: Flat Rate,,3269436,,,,,,
1,Standard,30/12/23 10:15,01/01/24 17:07,2.6.51,$48.00,$1.68,$46.32,Weekend: Flat Rate + Weekend: Flat Rate + Weekend: Flat Rate,,3269011,,,,,,
1,Standard,30/12/23 21:04,01/01/24 13:05,1.16.0,$48.00,$1.68,$46.32,Weekend: Flat Rate + Weekend: Flat Rate + Weekend: Flat Rate,,3268662,,,,,,
1,Standard,30/12/23 21:07,01/01/24 13:05,1.15.57,$48.00,$1.68,$46.32,Weekend: Flat Rate + Weekend: Flat Rate + Weekend: Flat Rate,,3268661,,,,,,
1,Standard,31/12/23 04:56,01/01/24 01:24,0.20.28,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268112,,,,,,
1,Standard,31/12/23 09:18,01/01/24 02:53,0.17.34,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268231,,,,,,
1,Standard,31/12/23 10:02,01/01/24 04:49,0.18.46,$32.00,$1.12,$30.88,Weekend: Flat Rate + Weekend: Flat Rate,,3268303,,,,,,
1,Standard,31/12/23 10:04,01/01/24 03:06,0.17.2,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268248,,,,,,
1,Standard,31/12/23 10:50,01/01/24 02:37,0.15.47,$12.00,$0.42,$11.58,Darlings Staff Weekend: Flat Rate,,3268216,100014537887438,,,,,
1,Standard,31/12/23 11:33,01/01/24 04:00,0.16.26,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268286,,,,,,
1,Standard,31/12/23 13:43,01/01/24 05:46,0.16.2,$32.00,$1.12,$30.88,Weekend: Flat Rate + Weekend: Flat Rate,,3268316,,,,,,
1,Standard,31/12/23 13:44,01/01/24 01:27,0.11.43,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268129,100014537879128,,,,,
1,Standard,31/12/23 13:58,01/01/24 00:40,0.10.42,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268033,100014537875152,,,,,
1,Standard,31/12/23 13:58,01/01/24 01:36,0.11.37,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268152,,,,,,
1,Standard,31/12/23 14:02,01/01/24 01:13,0.11.11,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268095,,,,,,
1,Standard,31/12/23 14:20,01/01/24 01:21,0.11.1,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268113,,,,,,
1,Standard,31/12/23 14:28,01/01/24 02:07,0.11.39,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268183,100014537883967,,,,,
1,Standard,31/12/23 14:48,01/01/24 01:36,0.10.47,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268153,,,,,,
1,Standard,31/12/23 14:54,01/01/24 02:16,0.11.21,$12.80,$0.44,$12.36,Novotel Weekend: Flat Rate,,3268195,,,,,,
1,Standard,31/12/23 15:46,01/01/24 03:28,0.11.42,$12.00,$0.42,$11.58,Darlings Staff Weekend: Flat Rate,,3268264,,,,,,
1,Standard,31/12/23 16:10,01/01/24 03:09,0.10.59,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268242,100014537890930,,,,,
1,Standard,31/12/23 16:30,01/01/24 00:54,0.8.23,$12.00,$0.42,$11.58,Darlings Staff Weekend: Flat Rate,,3268052,100014537876471,,,,,
1,Standard,31/12/23 16:31,01/01/24 04:03,0.11.31,$12.00,$0.42,$11.58,Darlings Staff Weekend: Flat Rate,,3268287,,,,,,
1,Standard,31/12/23 16:49,01/01/24 00:34,0.7.45,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268015,100014537875134,,,,,
1,Standard,31/12/23 17:00,01/01/24 01:09,0.8.8,$16.00,$0.72,$15.28,Weekend: Flat Rate,,3268077,100014537876499,,,,,
1,Standard,31/12/23 17:26,01/01/24 02:38,0.9.12,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268219,,,,,,
1,Standard,31/12/23 18:39,01/01/24 02:26,0.7.47,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268206,,,,,,
1,Standard,31/12/23 18:40,01/01/24 02:13,0.7.32,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268190,100014537883985,,,,,
1,Standard,31/12/23 18:43,01/01/24 01:04,0.6.20,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268069,100014537876485,,,,,
1,Standard,31/12/23 18:50,01/01/24 01:04,0.6.14,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268067,100014537876560,,,,,
1,Standard,31/12/23 19:23,01/01/24 01:14,0.5.50,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268090,,,,,,
1,Standard,31/12/23 19:23,01/01/24 06:00,0.10.37,$32.00,$1.12,$30.88,Weekend: Flat Rate + Weekend: Flat Rate,,3268318,100014537916603,,,,,
1,Standard,31/12/23 19:26,01/01/24 00:39,0.5.12,$12.00,$0.42,$11.58,Darlings Staff Weekend: Flat Rate,,3268016,,,,,,
1,Standard,31/12/23 19:32,01/01/24 01:57,0.6.25,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268175,,,,,,
1,Standard,31/12/23 19:54,01/01/24 00:45,0.4.50,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268035,,,,,,
1,Standard,31/12/23 21:28,01/01/24 01:33,0.4.5,$16.00,$0.56,$15.44,Weekend: Flat Rate,,3268137,100014537879150,,,,,
